Name,periodo,lpa,pl,vpa,pVp,pEbit,pEbitda,pAtivos,ebitda,margemEbitda,psr,roe,roa,roic,evEbit,evEbitda,divPayout,beta,valorizacao,negociosDia,volumeDiario,valorMercado,divYield
KLBN11,2015,-1.32,-17.71,5.65,4.15,17.66,10.58,1.0,2490.0,44.0,4.63,-23.41,-4.77,7.48,23.96,14.36,-30.09,0.34,67.47,6826.56,63.0,22196030.0,1.75
KLBN11,2016,2.62,6.76,7.5,2.36,14.24,9.28,0.68,2146.0,30.0,2.81,34.96,8.47,6.29,25.28,16.47,18.01,0.34,-16.93,8832.23,52.0,16774393.0,2.77
KLBN11,2017,0.56,31.55,7.56,2.33,12.73,7.95,0.65,2486.0,30.0,2.36,7.38,1.75,7.2,22.29,13.92,94.94,0.44,5.64,8263.07,38.0,16847030.0,2.33
KLBN11,2018,0.17,91.88,6.04,2.63,5.98,4.46,0.6,4002.0,40.0,1.78,2.86,0.63,13.76,11.98,8.93,449.2,0.2,-7.32,10663.61,64.0,17181528.0,6.86
KLBN11,2019,0.66,27.82,6.01,3.06,8.19,5.66,0.6,3654.0,36.0,2.01,11.01,2.06,10.55,14.92,10.32,133.66,0.6,16.07,11967.2,68.0,19918887.0,3.59
KLBN11,2020,-2.13,-12.44,3.9,6.78,9.25,7.32,0.84,4062.0,34.0,2.49,-54.52,-6.78,12.04,13.41,10.62,-9.33,0.51,41.29,22854.0,140.0,29741120.0,0.08
KLBN11,2021,3.03,8.46,6.31,4.07,5.23,4.43,0.69,6511.0,40.0,1.75,48.08,8.1,17.68,8.03,6.8,11.8,0.44,0.5,24119.59,189.0,28831027.0,1.4
KLBN11,2022,4.41,4.7,9.77,2.12,3.14,2.68,0.5,8692.0,45.0,1.19,45.08,10.73,19.93,6.03,5.14,29.61,0.4,-13.09,20700.39,138.0,23269313.0,7.1
KLBN4,2002,-0.22,-4.61,1.25,0.83,9.04,9.04,1.22,640.0,23.0,2.06,-17.9,-4.32,14.18,41.06,41.06,0.0,0.66,0.0,54.32,0.0,0.0,2.91
KLBN4,2003,1.09,3.44,1.98,1.9,13.39,13.39,5.52,1577.0,53.0,7.11,55.26,26.26,42.43,15.58,15.58,0.0,0.54,250.0,104.62,3.0,0.0,1.86
KLBN4,2004,0.53,10.2,2.36,2.29,40.39,40.39,6.95,751.0,28.0,11.12,22.44,11.13,17.75,33.23,33.23,0.0,0.63,50.0,190.57,4.0,0.0,5.74
KLBN4,2005,0.37,11.3,2.55,1.63,45.89,30.96,4.97,753.0,28.0,8.62,14.4,7.18,11.24,49.46,33.36,56.38,1.19,-20.37,223.08,4.0,0.0,5.06
KLBN4,2006,0.53,10.04,2.8,1.91,64.08,42.27,4.91,711.0,26.0,11.08,19.01,7.99,7.93,56.14,37.03,39.26,0.92,37.21,335.44,7.0,0.0,4.11
KLBN4,2007,0.69,9.52,3.13,2.11,72.67,49.25,4.64,754.0,27.0,13.28,22.2,7.95,6.88,53.7,36.39,44.43,1.08,30.51,724.24,11.0,0.0,4.99
KLBN4,2008,-0.37,-8.93,2.48,1.34,57.22,25.54,2.26,728.0,24.0,6.01,-14.95,-4.13,4.05,88.57,39.54,-69.41,0.83,-46.05,1032.91,8.0,0.0,8.16
KLBN4,2009,0.37,14.5,2.66,1.99,96.54,39.93,3.73,747.0,25.0,10.08,13.75,4.2,3.96,90.47,37.43,36.61,1.03,58.14,1923.46,8.0,0.0,2.64
KLBN4,2010,0.64,9.21,5.62,1.04,39.98,23.78,2.68,1382.0,38.0,8.97,11.31,4.75,8.87,30.98,18.43,30.7,0.95,13.24,2355.49,12.0,0.0,3.59
KLBN4,2011,0.2,39.68,5.4,1.48,56.32,33.41,3.53,1345.0,35.0,11.56,3.73,1.45,8.11,32.67,19.38,111.89,0.85,42.86,3235.76,15.0,0.0,3.0
KLBN4,2012,0.82,15.59,5.91,2.17,43.71,32.13,5.1,2236.0,54.0,17.26,13.89,5.34,14.92,16.19,11.9,36.52,0.66,71.03,5369.68,25.0,0.0,2.5
KLBN4,2013,0.32,38.66,5.88,2.09,61.5,36.52,4.62,1886.0,41.0,14.98,5.4,1.95,9.66,24.39,14.49,103.44,0.55,-1.64,6489.24,33.0,0.0,2.85
KLBN4,2014,0.15,18.63,1.49,1.93,9.52,6.1,0.76,2651.0,54.0,3.31,10.36,3.45,11.34,16.81,10.78,45.42,0.45,24.43,2999.3,9.0,13801524.0,5.21
KLBN4,2015,-0.26,-14.39,1.13,3.37,14.35,8.6,0.81,2490.0,44.0,3.76,-23.41,-4.77,7.48,23.96,14.36,-30.09,0.33,39.15,305.52,1.0,22196030.0,2.1
KLBN4,2016,0.52,5.43,1.5,1.9,11.45,7.46,0.55,2146.0,30.0,2.26,34.96,8.47,6.29,25.28,16.47,18.01,0.36,-17.92,268.09,0.0,16774393.0,3.51
KLBN4,2017,0.11,28.14,1.51,2.08,11.36,7.1,0.58,2486.0,30.0,2.11,7.38,1.75,7.2,22.29,13.92,94.94,0.46,15.62,296.5,1.0,16847030.0,2.23
KLBN4,2018,0.03,81.87,1.21,2.34,5.33,3.97,0.54,4002.0,40.0,1.59,2.86,0.63,13.76,11.98,8.93,449.2,0.19,-7.43,238.91,0.0,17181528.0,6.71
KLBN4,2019,0.13,26.82,1.2,2.95,7.9,5.46,0.57,3654.0,36.0,1.94,11.01,2.06,10.55,14.92,10.32,133.66,0.5,25.97,891.32,2.0,19918887.0,3.94
KLBN4,2020,-0.43,-12.25,0.78,6.68,9.1,7.21,0.83,4062.0,34.0,2.45,-54.52,-6.78,12.04,13.41,10.62,-9.33,0.51,45.29,3383.02,8.0,29741120.0,0.0
KLBN4,2021,0.61,8.24,1.26,3.96,5.1,4.31,0.67,6511.0,40.0,1.7,48.08,8.1,17.68,8.03,6.8,11.8,0.45,-0.85,1596.18,7.0,28831027.0,1.4
KLBN4,2022,0.88,4.7,1.95,2.12,3.14,2.68,0.5,8692.0,45.0,1.19,45.08,10.73,19.93,6.03,5.14,29.61,0.43,-11.54,1941.48,6.0,23269313.0,7.0
PETR3,1999,16.53,24.2,165.69,2.41,1946.79,1946.79,92.1,2680.0,9.0,176.31,9.97,3.17,4.94,131.9,131.9,0.0,0.0,450.0,101.42,6.0,0.0,0.0
PETR3,2000,9.19,5.28,23.22,2.09,45.1,45.1,9.45,14029.0,28.0,12.71,39.55,14.9,22.25,25.07,25.07,0.0,0.62,26.47,226.48,24.0,49721841.0,16.85
PETR3,2001,9.24,5.68,26.71,1.97,53.16,53.16,9.11,12879.0,22.0,11.91,34.6,13.35,18.2,27.43,27.43,0.0,0.61,12.5,213.55,21.0,55554220.0,6.42
PETR3,2002,7.27,7.27,31.05,1.7,64.16,64.16,7.08,10735.0,16.0,9.96,23.41,8.12,11.82,34.03,34.03,0.0,0.84,5.32,240.46,21.0,50395226.0,6.23
PETR3,2003,17.85,4.71,46.5,1.81,38.14,38.14,8.05,28767.0,30.0,11.46,38.39,14.37,22.27,13.1,13.1,0.0,0.8,72.15,261.93,20.0,83775503.0,5.51
PETR3,2004,17.76,6.0,58.85,1.81,46.48,46.48,9.45,29892.0,28.0,12.84,30.17,13.24,21.66,12.43,12.43,0.0,0.8,28.9,397.63,31.0,106528667.0,4.91
PETR3,2005,5.87,7.03,19.37,2.13,13.55,13.55,2.94,39770.0,29.0,3.94,30.31,14.03,22.78,9.54,9.54,0.0,0.75,66.24,393.29,31.0,163208716.0,10.07
PETR3,2006,6.54,8.33,23.94,2.28,16.94,13.72,3.38,51814.0,33.0,4.49,27.34,13.64,21.08,9.02,7.31,0.0,0.93,33.36,786.8,54.0,218474492.0,3.8
PETR3,2007,5.53,18.98,27.39,3.83,37.71,29.07,5.92,47118.0,28.0,8.03,20.2,10.5,16.71,10.26,7.91,0.0,0.95,92.7,1421.67,106.0,387814159.0,1.3
PETR3,2008,3.68,7.48,16.07,1.71,7.33,5.85,1.23,61294.0,28.0,1.67,22.87,11.04,17.77,8.13,6.49,19.27,1.1,-47.01,3789.21,162.0,200399896.0,1.82
PETR3,2009,3.79,11.0,18.36,2.27,11.93,9.01,1.57,60324.0,33.0,2.97,20.63,9.62,13.86,9.53,7.2,46.46,1.05,43.3,4918.72,151.0,321920848.0,2.5
PETR3,2010,2.75,11.1,23.78,1.28,8.74,6.59,0.77,60456.0,28.0,1.87,11.57,6.9,10.21,8.69,6.55,26.22,0.93,-24.33,6337.31,166.0,355984323.0,3.24
PETR3,2011,2.54,9.06,25.47,0.9,6.78,4.84,0.5,61968.0,25.0,1.23,9.97,5.53,8.42,9.89,7.06,32.19,0.98,-21.58,8372.37,144.0,280326241.0,3.78
PETR3,2012,1.61,12.17,26.48,0.74,8.1,4.79,0.38,53242.0,19.0,0.91,6.07,3.09,5.2,15.31,9.05,29.51,1.21,-13.76,11275.85,144.0,254628581.0,2.66
PETR3,2013,1.76,9.07,26.78,0.6,6.07,3.32,0.28,62824.0,21.0,0.68,6.59,3.06,5.05,16.18,8.85,25.1,1.28,-19.4,15543.57,175.0,222800009.0,0.0
PETR3,2014,-1.68,-5.71,23.82,0.4,-5.71,14.28,0.16,8760.0,3.0,0.37,-7.06,-2.76,-3.14,-28.13,70.38,-39.84,1.84,-37.24,23859.78,260.0,130705860.0,5.63
PETR3,2015,-2.7,-3.18,19.77,0.43,-8.48,4.4,0.12,25386.0,8.0,0.35,-13.64,-3.91,-1.7,-55.08,28.61,0.0,2.08,-4.69,26111.46,191.0,87398130.0,0.0
PETR3,2016,-1.0,-16.94,19.38,0.87,13.41,3.4,0.27,65025.0,23.0,0.78,-5.16,-1.62,2.31,39.35,9.97,-1.83,1.84,95.29,19532.06,157.0,193971670.0,0.0
PETR3,2017,0.03,585.1,20.67,0.82,5.84,2.75,0.27,80251.0,28.0,0.78,0.14,0.05,5.16,16.29,7.67,142.71,1.3,2.3,13012.93,126.0,210016386.0,0.0
PETR3,2018,2.05,12.41,21.74,1.17,5.11,3.05,0.39,108522.0,31.0,0.95,9.42,3.1,8.34,9.3,5.56,11.41,1.53,48.01,17908.42,271.0,295849192.0,0.98
PETR3,2019,3.14,10.19,22.93,1.4,5.11,2.98,0.45,140203.0,46.0,1.38,13.7,4.42,9.39,7.98,4.65,19.62,1.16,20.83,16576.39,306.0,393682919.0,0.62
PETR3,2020,0.48,60.25,23.85,1.21,7.58,3.49,0.38,107926.0,40.0,1.38,2.01,0.63,5.59,13.36,6.14,106.58,1.43,-10.82,35176.78,495.0,369681045.0,0.8
PETR3,2021,8.22,3.73,29.87,1.03,1.9,1.46,0.41,273879.0,61.0,0.88,27.53,11.02,23.95,2.85,2.19,67.79,1.33,16.96,32429.73,581.0,371115940.0,18.4
PETR3,2022,13.59,2.16,28.68,1.02,1.3,1.06,0.4,361704.0,59.0,0.62,47.37,18.7,33.39,2.02,1.64,121.07,1.08,13.39,33956.23,675.0,337461137.0,47.0
PETR4,1999,16.53,27.83,165.69,2.78,2238.98,2238.98,105.92,2680.0,9.0,202.77,9.97,3.17,4.94,131.9,131.9,0.0,0.0,245.9,524.77,43.0,0.0,0.0
PETR4,2000,9.19,4.98,23.22,1.97,42.57,42.57,8.92,14029.0,28.0,12.0,39.55,14.9,22.25,25.07,25.07,0.0,0.65,-0.47,626.81,58.0,49721841.0,17.85
PETR4,2001,9.24,5.54,26.71,1.92,51.81,51.81,8.88,12879.0,22.0,11.6,34.6,13.35,18.2,27.43,27.43,0.0,0.62,16.36,733.9,57.0,55554220.0,6.59
PETR4,2002,7.27,6.38,31.05,1.49,56.38,56.38,6.22,10735.0,16.0,8.75,23.41,8.12,11.82,34.03,34.03,0.0,0.83,-3.52,820.54,50.0,50395226.0,7.09
PETR4,2003,17.85,4.28,46.5,1.64,34.64,34.64,7.32,28767.0,30.0,10.41,38.39,14.37,22.27,13.1,13.1,0.0,0.79,75.3,973.61,65.0,83775503.0,6.06
PETR4,2004,17.76,5.47,58.85,1.65,42.4,42.4,8.62,29892.0,28.0,11.71,30.17,13.24,21.66,12.43,12.43,0.0,0.84,30.26,1406.18,101.0,106528667.0,5.38
PETR4,2005,5.87,6.34,19.37,1.92,12.2,12.2,2.64,39770.0,29.0,3.55,30.31,14.03,22.78,9.54,9.54,0.0,0.83,63.54,2025.07,132.0,163208716.0,11.18
PETR4,2006,6.54,7.61,23.94,2.08,15.49,12.54,3.09,51814.0,33.0,4.11,27.34,13.64,21.08,9.02,7.31,0.0,0.95,35.79,4469.44,284.0,218474492.0,4.16
PETR4,2007,5.53,15.98,27.39,3.23,31.74,24.47,4.99,47118.0,28.0,6.76,20.2,10.5,16.71,10.26,7.91,0.0,1.0,80.03,7423.12,577.0,387814159.0,1.54
PETR4,2008,3.68,6.21,16.07,1.42,6.09,4.86,1.02,61294.0,28.0,1.38,22.87,11.04,17.77,8.13,6.49,19.27,1.08,-47.17,19380.18,885.0,200399896.0,2.19
PETR4,2009,3.79,9.69,18.36,2.0,10.51,7.93,1.38,60324.0,33.0,2.62,20.63,9.62,13.86,9.53,7.2,46.46,0.97,54.43,17736.76,624.0,321920848.0,2.83
PETR4,2010,2.75,9.92,23.78,1.15,7.81,5.89,0.68,60456.0,28.0,1.67,11.57,6.9,10.21,8.69,6.55,26.22,0.96,-24.25,20546.96,650.0,355984323.0,3.63
PETR4,2011,2.54,8.47,25.47,0.84,6.34,4.52,0.47,61968.0,25.0,1.15,9.97,5.53,8.42,9.89,7.06,32.19,0.92,-17.49,22748.43,505.0,280326241.0,4.05
PETR4,2012,1.61,12.15,26.48,0.74,8.09,4.78,0.38,53242.0,19.0,0.9,6.07,3.09,5.2,15.31,9.05,29.51,1.19,-7.9,31918.84,525.0,254628581.0,2.66
PETR4,2013,1.76,9.68,26.78,0.64,6.48,3.55,0.3,62824.0,21.0,0.73,6.59,3.06,5.05,16.18,8.85,25.1,1.13,-13.25,32878.13,541.0,222800009.0,0.0
PETR4,2014,-1.68,-5.96,23.82,0.42,-5.96,14.92,0.16,8760.0,3.0,0.39,-7.06,-2.76,-3.14,-28.13,70.38,-39.84,1.92,-36.36,45077.34,771.0,130705860.0,9.98
PETR4,2015,-2.7,-2.48,19.77,0.34,-6.63,3.44,0.1,25386.0,8.0,0.27,-13.64,-3.91,-1.7,-55.08,28.61,0.0,1.94,-28.41,46639.39,530.0,87398130.0,0.0
PETR4,2016,-1.0,-14.87,19.38,0.77,11.77,2.98,0.24,65025.0,23.0,0.69,-5.16,-1.62,2.31,39.35,9.97,-1.83,1.98,116.67,41790.15,618.0,193971670.0,0.0
PETR4,2017,0.03,557.07,20.67,0.78,5.56,2.62,0.25,80251.0,28.0,0.74,0.14,0.05,5.16,16.29,7.67,142.71,1.48,9.83,34231.11,564.0,210016386.0,0.0
PETR4,2018,2.05,11.08,21.74,1.04,4.56,2.73,0.34,108522.0,31.0,0.85,9.42,3.1,8.34,9.3,5.56,11.41,1.75,42.82,51867.56,1439.0,295849192.0,3.97
PETR4,2019,3.14,9.61,22.93,1.32,4.82,2.81,0.43,140203.0,46.0,1.3,13.7,4.42,9.39,7.98,4.65,19.62,1.2,28.14,50115.92,1435.0,393682919.0,2.12
PETR4,2020,0.48,59.19,23.85,1.19,7.45,3.43,0.37,107926.0,40.0,1.36,2.01,0.63,5.59,13.36,6.14,106.58,1.34,-7.68,55457.6,1578.0,369681045.0,0.0
PETR4,2021,8.22,3.46,29.87,0.95,1.76,1.36,0.38,273879.0,61.0,0.82,27.53,11.02,23.95,2.85,2.19,67.79,1.39,10.76,56626.15,2112.0,371115940.0,19.86
PETR4,2022,13.59,1.9,28.68,0.9,1.14,0.93,0.36,361704.0,59.0,0.55,47.37,18.7,33.39,2.02,1.64,121.07,1.07,10.23,53823.19,2563.0,337461137.0,53.38
VALE3,2005,9.97,9.58,23.45,4.07,30.18,26.66,8.52,17117.0,50.0,13.43,42.52,21.42,29.71,28.63,25.29,26.92,0.88,31.85,468.85,34.0,0.0,2.81
VALE3,2006,6.02,10.58,18.67,3.41,15.47,13.71,2.47,22205.0,49.0,6.72,32.24,11.82,16.7,23.89,21.17,20.45,0.99,35.96,834.77,50.0,153911558.0,2.72
VALE3,2007,4.46,13.29,12.77,4.64,9.99,8.71,2.13,32538.0,50.0,4.38,34.94,16.22,22.06,16.08,14.02,22.64,1.24,83.97,1926.29,123.0,286609110.0,1.82
VALE3,2008,4.16,6.65,19.63,1.41,5.05,4.22,0.71,31326.0,44.0,1.88,21.21,11.69,14.52,17.77,14.87,26.84,1.15,-50.56,4246.03,159.0,144362147.0,3.94
VALE3,2009,2.0,24.77,19.48,2.54,17.67,12.56,1.35,18836.0,39.0,4.88,10.26,5.93,7.79,34.54,24.55,51.66,1.33,66.48,5196.02,149.0,258029888.0,2.04
VALE3,2010,5.87,9.42,22.29,2.48,6.54,5.73,1.23,46184.0,55.0,3.18,26.34,14.28,20.7,11.14,9.76,17.42,1.22,9.34,5514.54,155.0,288727432.0,1.77
VALE3,2011,7.34,5.38,28.78,1.37,3.55,3.14,0.78,60020.0,58.0,1.83,25.5,15.47,23.58,8.66,7.66,40.44,0.98,-26.3,8224.43,181.0,201088169.0,7.3
VALE3,2012,1.79,23.6,30.2,1.4,13.47,8.64,0.76,23394.0,25.0,2.16,5.93,3.46,6.1,31.36,20.11,126.57,0.98,9.39,11161.4,185.0,217884737.0,5.37
VALE3,2013,-0.05,-713.28,29.52,1.21,5.11,4.03,0.58,42319.0,41.0,1.66,-0.17,-0.09,12.33,14.29,11.27,-3629.84,1.03,-14.64,11421.02,160.0,184027057.0,5.04
VALE3,2014,0.04,508.61,29.03,0.75,5.96,3.78,0.34,27683.0,31.0,1.19,0.15,0.07,6.12,27.68,17.57,4460.36,0.66,-32.85,13106.29,143.0,112910446.0,8.63
VALE3,2015,-8.93,-1.46,27.05,0.48,-2.2,-4.19,0.18,-14847.0,-17.0,0.73,-32.99,-13.31,-8.9,-18.32,-34.96,-11.03,1.48,-35.44,16182.0,127.0,67148476.0,7.44
VALE3,2016,2.54,10.13,25.49,1.01,4.89,3.3,0.38,37179.0,39.0,1.3,9.95,4.12,8.44,20.02,13.5,13.75,1.6,103.55,17340.87,132.0,134674035.0,0.66
VALE3,2017,3.34,12.04,28.03,1.44,5.57,4.15,0.59,46376.0,43.0,1.77,11.93,5.39,11.5,13.91,10.36,26.41,1.03,67.8,21154.46,363.0,212752964.0,3.3
VALE3,2018,4.88,10.46,32.87,1.55,5.64,4.4,0.71,55415.0,41.0,1.81,14.84,7.54,14.12,10.61,8.26,50.63,0.72,27.17,32281.82,886.0,269508225.0,3.86
VALE3,2019,-1.65,-32.39,29.74,1.79,113.71,14.99,0.69,16990.0,11.0,1.71,-5.53,-2.35,0.69,201.17,26.52,-7.99,1.04,7.09,37411.69,1011.0,281662518.0,2.65
VALE3,2020,4.71,18.56,34.25,2.55,8.03,6.08,0.87,68747.0,33.0,2.0,13.76,5.21,13.33,8.23,6.23,75.12,0.97,67.67,55690.96,1710.0,462127251.0,2.76
VALE3,2021,23.64,3.3,38.39,2.03,2.64,2.36,0.75,157714.0,54.0,1.27,61.58,24.31,34.2,3.05,2.73,60.4,0.83,0.14,60653.94,2587.0,400126426.0,18.68
VALE3,2022,22.48,3.77,39.23,2.16,3.94,3.41,0.93,118924.0,51.0,1.73,57.3,24.65,26.97,4.3,3.73,31.9,0.98,18.82,63233.25,2524.0,405488732.0,8.59
BBAS3,1998,1.22,5.74,9.31,0.75,0.0,0.0,0.0,0.0,0.0,0.0,13.11,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,33.15,1.0,4983804.0,0.0
BBAS3,1999,1.18,7.09,10.21,0.82,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,20.69,37.33,0.0,5980565.0,2.62
BBAS3,2000,1.37,4.36,11.19,0.53,0.0,0.0,0.0,0.0,0.0,0.0,12.23,0.0,0.0,0.0,0.0,0.0,0.56,-23.53,49.28,0.0,4250473.0,4.19
BBAS3,2001,1.52,6.98,12.29,0.86,0.0,0.0,0.0,0.0,0.0,0.0,12.36,0.0,0.0,0.0,0.0,0.0,0.94,72.73,80.02,1.0,7540027.0,2.93
BBAS3,2002,2.77,3.54,12.56,0.78,0.0,0.0,0.0,0.0,0.0,0.0,22.04,0.0,0.0,0.0,0.0,0.0,1.12,-3.09,178.6,2.0,7173767.0,6.94
BBAS3,2003,3.25,7.38,16.63,1.44,0.0,0.0,0.0,0.0,0.0,0.0,19.55,0.0,0.0,0.0,0.0,0.0,0.79,162.77,248.62,4.0,17568408.0,3.46
BBAS3,2004,3.78,8.59,17.65,1.84,0.0,0.0,0.0,0.0,0.0,0.0,21.44,0.0,0.0,0.0,0.0,0.0,0.98,45.9,276.53,5.0,25979168.0,4.83
BBAS3,2005,5.2,8.12,21.08,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.65,0.0,0.0,0.0,0.0,0.0,0.85,32.13,371.54,9.0,33732950.0,2.58
BBAS3,2006,7.32,8.74,25.15,2.54,0.0,0.0,0.0,0.0,0.0,0.0,29.11,0.0,0.0,0.0,0.0,0.0,1.13,70.26,741.07,25.0,52820224.0,7.55
BBAS3,2007,2.04,14.88,9.8,3.1,0.0,0.0,0.0,0.0,0.0,0.0,20.85,0.0,0.0,0.0,0.0,0.0,0.95,43.28,1575.94,61.0,75268850.0,4.7
BBAS3,2008,3.43,4.28,11.66,1.26,0.0,0.0,0.0,0.0,0.0,0.0,29.4,0.0,0.0,0.0,0.0,0.0,1.11,-48.02,3857.96,94.0,37684088.0,7.7
BBAS3,2009,3.95,7.52,14.06,2.11,0.0,0.0,0.0,0.0,0.0,0.0,28.09,0.0,0.0,0.0,0.0,43.2,0.89,112.23,4762.18,76.0,76290687.0,4.81
BBAS3,2010,4.11,7.64,17.65,1.78,0.0,0.0,0.0,0.0,0.0,0.0,23.29,0.0,0.0,0.0,0.0,45.13,0.92,11.91,7434.6,126.0,89883791.0,5.89
BBAS3,2011,4.27,5.55,20.29,1.17,0.0,0.0,0.0,0.0,0.0,0.0,21.06,0.0,0.0,0.0,0.0,37.38,0.95,-18.95,11307.92,157.0,67910359.0,8.02
BBAS3,2012,4.33,5.92,23.12,1.11,0.0,0.0,0.0,0.0,0.0,0.0,18.71,0.0,0.0,0.0,0.0,44.09,0.98,12.91,13738.26,158.0,72837530.0,6.37
